* Log started at 2025/4/2 12:10:12
* DragonRuby Game Toolkit
*   Version: 6.23
*   Tier: Standard
*   GIT Hash: b9ba2652ac016be4bed171795e0ce6fa39d3ac82
*   Build Date: Mar 20 2025 19:12:10
* Platform: Linux
* 
* *******************************************************************************************
* *** This is the Standard license build!                                                 ***
* *** Get more with an Indie or Pro license such as C extensions, mobile dev, and Steam!  ***
* *** Details at http://dragonruby.org/#purchase                                          ***
* *******************************************************************************************
* 
- Starting publish for game in directory 'mygame'
- Developer ID: myname
- Copying 'mygame/sprites/misc/explosion-3.png' to 'builds/mygame-html5-0.1/gamedata/sprites/misc/explosion-3.png'...
- Copying 'mygame/sprites/misc/dragon-0.png' to 'builds/mygame-html5-0.1/gamedata/sprites/misc/dragon-0.png'...
- Copying 'mygame/sprites/misc/tiny-star.png' to 'builds/mygame-html5-0.1/gamedata/sprites/misc/tiny-star.png'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/sprites/circle' ...
- Copying 'mygame/sprites/circle/orange.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/orange.png'...
- Copying 'mygame/sprites/circle/yellow.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/yellow.png'...
- Copying 'mygame/sprites/circle/green.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/green.png'...
- Copying 'mygame/sprites/circle/blue.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/blue.png'...
- Copying 'mygame/sprites/circle/indigo.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/indigo.png'...
- Copying 'mygame/sprites/circle/white.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/white.png'...
- Copying 'mygame/sprites/circle/violet.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/violet.png'...
- Copying 'mygame/sprites/circle/gray.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/gray.png'...
- Copying 'mygame/sprites/circle/red.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/red.png'...
- Copying 'mygame/sprites/circle/black.png' to 'builds/mygame-html5-0.1/gamedata/sprites/circle/black.png'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/sprites/tile' ...
- Copying 'mygame/sprites/tile/wall-1111.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1111.png'...
- Copying 'mygame/sprites/tile/wall-0010.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0010.png'...
- Copying 'mygame/sprites/tile/wall-1011.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1011.png'...
- Copying 'mygame/sprites/tile/wall-0110.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0110.png'...
- Copying 'mygame/sprites/tile/wall-0111.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0111.png'...
- Copying 'mygame/sprites/tile/wall-1100.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1100.png'...
- Copying 'mygame/sprites/tile/wall-1101.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1101.png'...
- Copying 'mygame/sprites/tile/wall-1010.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1010.png'...
- Copying 'mygame/sprites/tile/wall-0100.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0100.png'...
- Copying 'mygame/sprites/tile/wall-1001.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1001.png'...
- Copying 'mygame/sprites/tile/wall-0011.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0011.png'...
- Copying 'mygame/sprites/tile/wall-1000.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1000.png'...
- Copying 'mygame/sprites/tile/wall-1110.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-1110.png'...
- Copying 'mygame/sprites/tile/wall-0000.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0000.png'...
- Copying 'mygame/sprites/tile/wall-0101.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0101.png'...
- Copying 'mygame/sprites/tile/wall-0001.png' to 'builds/mygame-html5-0.1/gamedata/sprites/tile/wall-0001.png'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/sprites/square' ...
- Copying 'mygame/sprites/square/orange.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/orange.png'...
- Copying 'mygame/sprites/square/yellow.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/yellow.png'...
- Copying 'mygame/sprites/square/green.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/green.png'...
- Copying 'mygame/sprites/square/blue.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/blue.png'...
- Copying 'mygame/sprites/square/indigo.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/indigo.png'...
- Copying 'mygame/sprites/square/white.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/white.png'...
- Copying 'mygame/sprites/square/violet.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/violet.png'...
- Copying 'mygame/sprites/square/gray.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/gray.png'...
- Copying 'mygame/sprites/square/red.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/red.png'...
- Copying 'mygame/sprites/square/black.png' to 'builds/mygame-html5-0.1/gamedata/sprites/square/black.png'...
- Copying 'mygame/sprites/fireball.png' to 'builds/mygame-html5-0.1/gamedata/sprites/fireball.png'...
- Copying 'mygame/sprites/target.png' to 'builds/mygame-html5-0.1/gamedata/sprites/target.png'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/sprites/isometric' ...
- Copying 'mygame/sprites/isometric/orange.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/orange.png'...
- Copying 'mygame/sprites/isometric/yellow.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/yellow.png'...
- Copying 'mygame/sprites/isometric/green.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/green.png'...
- Copying 'mygame/sprites/isometric/blue.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/blue.png'...
- Copying 'mygame/sprites/isometric/indigo.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/indigo.png'...
- Copying 'mygame/sprites/isometric/white.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/white.png'...
- Copying 'mygame/sprites/isometric/violet.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/violet.png'...
- Copying 'mygame/sprites/isometric/gray.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/gray.png'...
- Copying 'mygame/sprites/isometric/red.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/red.png'...
- Copying 'mygame/sprites/isometric/black.png' to 'builds/mygame-html5-0.1/gamedata/sprites/isometric/black.png'...
- Copying 'mygame/high-score.txt' to 'builds/mygame-html5-0.1/gamedata/high-score.txt'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/data' ...
- Creating directory 'builds/mygame-html5-0.1/gamedata/app' ...
- Copying 'mygame/app/b4refactor.rb' to 'builds/mygame-html5-0.1/gamedata/app/b4refactor.rb'...
- Copying 'mygame/app/main.rb' to 'builds/mygame-html5-0.1/gamedata/app/main.rb'...
- Copying 'mygame/app/repl.rb' to 'builds/mygame-html5-0.1/gamedata/app/repl.rb'...
- Copying 'mygame/open-source-licenses.txt' to 'builds/mygame-html5-0.1/gamedata/open-source-licenses.txt'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/sounds' ...
- Creating directory 'builds/mygame-html5-0.1/gamedata/metadata' ...
- Copying 'mygame/metadata/icon.png' to 'builds/mygame-html5-0.1/gamedata/metadata/icon.png'...
- Copying 'mygame/metadata/game_metadata.txt' to 'builds/mygame-html5-0.1/gamedata/metadata/game_metadata.txt'...
- Copying 'mygame/metadata/cvars.txt' to 'builds/mygame-html5-0.1/gamedata/metadata/cvars.txt'...
- Creating directory 'builds/mygame-html5-0.1/gamedata/fonts' ...
- Copying '.dragonruby/default_readme.txt' to 'builds/mygame-html5-0.1/gamedata/README-mygame.txt'...
- Copying 'font.ttf' to 'builds/mygame-html5-0.1/gamedata/font.ttf'...
- Copying 'dragonruby.png' to 'builds/mygame-html5-0.1/gamedata/dragonruby.png'...
- Copying 'dragonruby-controller.png' to 'builds/mygame-html5-0.1/gamedata/dragonruby-controller.png'...
- Copying 'console-logo.png' to 'builds/mygame-html5-0.1/gamedata/console-logo.png'...
- Writing json manifest...
- Converting 'mygame/metadata/icon.png' to favicon 'builds/mygame-html5-0.1/favicon.png'...
- Zipping builds/mygame-html5.zip ...
- Adding 'favicon.png' to zip...
- Adding 'index.html' to zip...
- Adding 'dragonruby-html5-loader.js' to zip...
- Adding 'dragonruby-serviceworker.js' to zip...
- Adding 'gamedata' to zip...
- Adding 'gamedata/dragonruby-controller.png' to zip...
- Adding 'gamedata/sprites' to zip...
- Adding 'gamedata/sprites/triangle' to zip...
- Adding 'gamedata/sprites/triangle/equilateral' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/orange.png' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/yellow.png' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/green.png' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/blue.png' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/indigo.png' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/violet.png' to zip...
- Adding 'gamedata/sprites/triangle/equilateral/red.png' to zip...
- Adding 'gamedata/sprites/t-pose' to zip...
- Adding 'gamedata/sprites/t-pose/orange.png' to zip...
- Adding 'gamedata/sprites/t-pose/yellow.png' to zip...
- Adding 'gamedata/sprites/t-pose/green.png' to zip...
- Adding 'gamedata/sprites/t-pose/blue.png' to zip...
- Adding 'gamedata/sprites/t-pose/indigo.png' to zip...
- Adding 'gamedata/sprites/t-pose/white.png' to zip...
- Adding 'gamedata/sprites/t-pose/violet.png' to zip...
- Adding 'gamedata/sprites/t-pose/gray.png' to zip...
- Adding 'gamedata/sprites/t-pose/red.png' to zip...
- Adding 'gamedata/sprites/t-pose/black.png' to zip...
- Adding 'gamedata/sprites/hexagon' to zip...
- Adding 'gamedata/sprites/hexagon/orange.png' to zip...
- Adding 'gamedata/sprites/hexagon/yellow.png' to zip...
- Adding 'gamedata/sprites/hexagon/green.png' to zip...
- Adding 'gamedata/sprites/hexagon/blue.png' to zip...
- Adding 'gamedata/sprites/hexagon/indigo.png' to zip...
- Adding 'gamedata/sprites/hexagon/white.png' to zip...
- Adding 'gamedata/sprites/hexagon/violet.png' to zip...
- Adding 'gamedata/sprites/hexagon/gray.png' to zip...
- Adding 'gamedata/sprites/hexagon/red.png' to zip...
- Adding 'gamedata/sprites/hexagon/black.png' to zip...
- Adding 'gamedata/sprites/misc' to zip...
- Adding 'gamedata/sprites/misc/explosion-4.png' to zip...
- Adding 'gamedata/sprites/misc/dragon-4.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-2.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-0.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-5.png' to zip...
- Adding 'gamedata/sprites/misc/dragon-5.png' to zip...
- Adding 'gamedata/sprites/misc/simple-mood-16x16.png' to zip...
- Adding 'gamedata/sprites/misc/dragon-2.png' to zip...
- Adding 'gamedata/sprites/misc/dragon-1.png' to zip...
- Adding 'gamedata/sprites/misc/lowrez-ship-blue.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-1.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-sheet.png' to zip...
- Adding 'gamedata/sprites/misc/dragon-3.png' to zip...
- Adding 'gamedata/sprites/misc/star.png' to zip...
- Adding 'gamedata/sprites/misc/lowrez-ship-red.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-6.png' to zip...
- Adding 'gamedata/sprites/misc/explosion-3.png' to zip...
- Adding 'gamedata/sprites/misc/dragon-0.png' to zip...
- Adding 'gamedata/sprites/misc/tiny-star.png' to zip...
- Adding 'gamedata/sprites/circle' to zip...
- Adding 'gamedata/sprites/circle/orange.png' to zip...
- Adding 'gamedata/sprites/circle/yellow.png' to zip...
- Adding 'gamedata/sprites/circle/green.png' to zip...
- Adding 'gamedata/sprites/circle/blue.png' to zip...
- Adding 'gamedata/sprites/circle/indigo.png' to zip...
- Adding 'gamedata/sprites/circle/white.png' to zip...
- Adding 'gamedata/sprites/circle/violet.png' to zip...
- Adding 'gamedata/sprites/circle/gray.png' to zip...
- Adding 'gamedata/sprites/circle/red.png' to zip...
- Adding 'gamedata/sprites/circle/black.png' to zip...
- Adding 'gamedata/sprites/tile' to zip...
- Adding 'gamedata/sprites/tile/wall-1111.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0010.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1011.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0110.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0111.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1100.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1101.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1010.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0100.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1001.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0011.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1000.png' to zip...
- Adding 'gamedata/sprites/tile/wall-1110.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0000.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0101.png' to zip...
- Adding 'gamedata/sprites/tile/wall-0001.png' to zip...
- Adding 'gamedata/sprites/square' to zip...
- Adding 'gamedata/sprites/square/orange.png' to zip...
- Adding 'gamedata/sprites/square/yellow.png' to zip...
- Adding 'gamedata/sprites/square/green.png' to zip...
- Adding 'gamedata/sprites/square/blue.png' to zip...
- Adding 'gamedata/sprites/square/indigo.png' to zip...
- Adding 'gamedata/sprites/square/white.png' to zip...
- Adding 'gamedata/sprites/square/violet.png' to zip...
- Adding 'gamedata/sprites/square/gray.png' to zip...
- Adding 'gamedata/sprites/square/red.png' to zip...
- Adding 'gamedata/sprites/square/black.png' to zip...
- Adding 'gamedata/sprites/fireball.png' to zip...
- Adding 'gamedata/sprites/target.png' to zip...
- Adding 'gamedata/sprites/isometric' to zip...
- Adding 'gamedata/sprites/isometric/orange.png' to zip...
- Adding 'gamedata/sprites/isometric/yellow.png' to zip...
- Adding 'gamedata/sprites/isometric/green.png' to zip...
- Adding 'gamedata/sprites/isometric/blue.png' to zip...
- Adding 'gamedata/sprites/isometric/indigo.png' to zip...
- Adding 'gamedata/sprites/isometric/white.png' to zip...
- Adding 'gamedata/sprites/isometric/violet.png' to zip...
- Adding 'gamedata/sprites/isometric/gray.png' to zip...
- Adding 'gamedata/sprites/isometric/red.png' to zip...
- Adding 'gamedata/sprites/isometric/black.png' to zip...
- Adding 'gamedata/high-score.txt' to zip...
- Adding 'gamedata/data' to zip...
- Adding 'gamedata/README-mygame.txt' to zip...
- Adding 'gamedata/console-logo.png' to zip...
- Adding 'gamedata/font.ttf' to zip...
- Adding 'gamedata/app' to zip...
- Adding 'gamedata/app/b4refactor.rb' to zip...
- Adding 'gamedata/app/main.rb' to zip...
- Adding 'gamedata/app/repl.rb' to zip...
- Adding 'gamedata/open-source-licenses.txt' to zip...
- Adding 'gamedata/sounds' to zip...
- Adding 'gamedata/metadata' to zip...
- Adding 'gamedata/metadata/icon.png' to zip...
- Adding 'gamedata/metadata/game_metadata.txt' to zip...
- Adding 'gamedata/metadata/cvars.txt' to zip...
- Adding 'gamedata/metadata/dragonruby_production_build' to zip...
- Adding 'gamedata/fonts' to zip...
- Adding 'gamedata/dragonruby.png' to zip...
- Adding 'dragonruby-wasm.wasm' to zip...
- Adding 'dragonruby-wasm.worker.js' to zip...
- Adding 'dragonruby-wasm.js' to zip...
- Adding 'manifest.json' to zip...
- Adding 'game.css' to zip...
- Zipfile 'builds/mygame-html5.zip' successfully created!
- Building for platform 'windows-amd64' ...
- Creating directory 'builds/mygame-windows-amd64-0.1' ...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites' ...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/triangle' ...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral' ...
- Copying 'mygame/sprites/triangle/equilateral/orange.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/orange.png'...
- Copying 'mygame/sprites/triangle/equilateral/yellow.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/yellow.png'...
- Copying 'mygame/sprites/triangle/equilateral/green.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/green.png'...
- Copying 'mygame/sprites/triangle/equilateral/blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/blue.png'...
- Copying 'mygame/sprites/triangle/equilateral/indigo.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/indigo.png'...
- Copying 'mygame/sprites/triangle/equilateral/violet.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/violet.png'...
- Copying 'mygame/sprites/triangle/equilateral/red.png' to 'builds/mygame-windows-amd64-0.1/sprites/triangle/equilateral/red.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/t-pose' ...
- Copying 'mygame/sprites/t-pose/orange.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/orange.png'...
- Copying 'mygame/sprites/t-pose/yellow.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/yellow.png'...
- Copying 'mygame/sprites/t-pose/green.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/green.png'...
- Copying 'mygame/sprites/t-pose/blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/blue.png'...
- Copying 'mygame/sprites/t-pose/indigo.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/indigo.png'...
- Copying 'mygame/sprites/t-pose/white.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/white.png'...
- Copying 'mygame/sprites/t-pose/violet.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/violet.png'...
- Copying 'mygame/sprites/t-pose/gray.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/gray.png'...
- Copying 'mygame/sprites/t-pose/red.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/red.png'...
- Copying 'mygame/sprites/t-pose/black.png' to 'builds/mygame-windows-amd64-0.1/sprites/t-pose/black.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/hexagon' ...
- Copying 'mygame/sprites/hexagon/orange.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/orange.png'...
- Copying 'mygame/sprites/hexagon/yellow.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/yellow.png'...
- Copying 'mygame/sprites/hexagon/green.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/green.png'...
- Copying 'mygame/sprites/hexagon/blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/blue.png'...
- Copying 'mygame/sprites/hexagon/indigo.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/indigo.png'...
- Copying 'mygame/sprites/hexagon/white.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/white.png'...
- Copying 'mygame/sprites/hexagon/violet.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/violet.png'...
- Copying 'mygame/sprites/hexagon/gray.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/gray.png'...
- Copying 'mygame/sprites/hexagon/red.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/red.png'...
- Copying 'mygame/sprites/hexagon/black.png' to 'builds/mygame-windows-amd64-0.1/sprites/hexagon/black.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/misc' ...
- Copying 'mygame/sprites/misc/explosion-4.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-4.png'...
- Copying 'mygame/sprites/misc/dragon-4.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/dragon-4.png'...
- Copying 'mygame/sprites/misc/explosion-2.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-2.png'...
- Copying 'mygame/sprites/misc/explosion-0.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-0.png'...
- Copying 'mygame/sprites/misc/explosion-5.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-5.png'...
- Copying 'mygame/sprites/misc/dragon-5.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/dragon-5.png'...
- Copying 'mygame/sprites/misc/simple-mood-16x16.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/simple-mood-16x16.png'...
- Copying 'mygame/sprites/misc/dragon-2.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/dragon-2.png'...
- Copying 'mygame/sprites/misc/dragon-1.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/dragon-1.png'...
- Copying 'mygame/sprites/misc/lowrez-ship-blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/lowrez-ship-blue.png'...
- Copying 'mygame/sprites/misc/explosion-1.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-1.png'...
- Copying 'mygame/sprites/misc/explosion-sheet.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-sheet.png'...
- Copying 'mygame/sprites/misc/dragon-3.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/dragon-3.png'...
- Copying 'mygame/sprites/misc/star.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/star.png'...
- Copying 'mygame/sprites/misc/lowrez-ship-red.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/lowrez-ship-red.png'...
- Copying 'mygame/sprites/misc/explosion-6.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-6.png'...
- Copying 'mygame/sprites/misc/explosion-3.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/explosion-3.png'...
- Copying 'mygame/sprites/misc/dragon-0.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/dragon-0.png'...
- Copying 'mygame/sprites/misc/tiny-star.png' to 'builds/mygame-windows-amd64-0.1/sprites/misc/tiny-star.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/circle' ...
- Copying 'mygame/sprites/circle/orange.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/orange.png'...
- Copying 'mygame/sprites/circle/yellow.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/yellow.png'...
- Copying 'mygame/sprites/circle/green.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/green.png'...
- Copying 'mygame/sprites/circle/blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/blue.png'...
- Copying 'mygame/sprites/circle/indigo.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/indigo.png'...
- Copying 'mygame/sprites/circle/white.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/white.png'...
- Copying 'mygame/sprites/circle/violet.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/violet.png'...
- Copying 'mygame/sprites/circle/gray.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/gray.png'...
- Copying 'mygame/sprites/circle/red.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/red.png'...
- Copying 'mygame/sprites/circle/black.png' to 'builds/mygame-windows-amd64-0.1/sprites/circle/black.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/tile' ...
- Copying 'mygame/sprites/tile/wall-1111.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1111.png'...
- Copying 'mygame/sprites/tile/wall-0010.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0010.png'...
- Copying 'mygame/sprites/tile/wall-1011.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1011.png'...
- Copying 'mygame/sprites/tile/wall-0110.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0110.png'...
- Copying 'mygame/sprites/tile/wall-0111.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0111.png'...
- Copying 'mygame/sprites/tile/wall-1100.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1100.png'...
- Copying 'mygame/sprites/tile/wall-1101.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1101.png'...
- Copying 'mygame/sprites/tile/wall-1010.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1010.png'...
- Copying 'mygame/sprites/tile/wall-0100.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0100.png'...
- Copying 'mygame/sprites/tile/wall-1001.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1001.png'...
- Copying 'mygame/sprites/tile/wall-0011.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0011.png'...
- Copying 'mygame/sprites/tile/wall-1000.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1000.png'...
- Copying 'mygame/sprites/tile/wall-1110.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-1110.png'...
- Copying 'mygame/sprites/tile/wall-0000.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0000.png'...
- Copying 'mygame/sprites/tile/wall-0101.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0101.png'...
- Copying 'mygame/sprites/tile/wall-0001.png' to 'builds/mygame-windows-amd64-0.1/sprites/tile/wall-0001.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/square' ...
- Copying 'mygame/sprites/square/orange.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/orange.png'...
- Copying 'mygame/sprites/square/yellow.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/yellow.png'...
- Copying 'mygame/sprites/square/green.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/green.png'...
- Copying 'mygame/sprites/square/blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/blue.png'...
- Copying 'mygame/sprites/square/indigo.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/indigo.png'...
- Copying 'mygame/sprites/square/white.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/white.png'...
- Copying 'mygame/sprites/square/violet.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/violet.png'...
- Copying 'mygame/sprites/square/gray.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/gray.png'...
- Copying 'mygame/sprites/square/red.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/red.png'...
- Copying 'mygame/sprites/square/black.png' to 'builds/mygame-windows-amd64-0.1/sprites/square/black.png'...
- Copying 'mygame/sprites/fireball.png' to 'builds/mygame-windows-amd64-0.1/sprites/fireball.png'...
- Copying 'mygame/sprites/target.png' to 'builds/mygame-windows-amd64-0.1/sprites/target.png'...
- Creating directory 'builds/mygame-windows-amd64-0.1/sprites/isometric' ...
- Copying 'mygame/sprites/isometric/orange.png' to 'builds/mygame-windows-amd64-0.1/sprites/isometric/orange.png'...
- Copying 'mygame/sprites/isometric/yellow.png' to 'builds/mygame-windows-amd64-0.1/sprites/isometric/yellow.png'...
- Copying 'mygame/sprites/isometric/green.png' to 'builds/mygame-windows-amd64-0.1/sprites/isometric/green.png'...
- Copying 'mygame/sprites/isometric/blue.png' to 'builds/mygame-windows-amd64-0.1/sprites/isometric/blue.png'...
- Copying 'mygame/sprites/isometric/indigo.png' to 'builds/mygame-windows-amd64-0.1/sprites/isometric/indigo.png'...
